
TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
WRH$_ASM_BAD_DISK                                                                                                                         0          0           0
WRH$_CELL_GLOBAL_SUMMARY_BL                                                                                                               0          0           0
WRH$_CELL_DISK_SUMMARY_BL                                                                                                                 0          0           0
WRH$_CELL_METRIC_DESC                                                                                                                     0          0           0
WRH$_CELL_GLOBAL_BL                                                                                                                       0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRH$_CELL_IOREASON_NAME                                                                                                                   0          0           0
WRH$_CELL_IOREASON_BL                                                                                                                     0          0           0
WRH$_CELL_DB_BL                                                                                                                           0          0           0
WRH$_CELL_OPEN_ALERTS_BL                                                                                                                  0          0           0
WRI$_SCH_CONTROL                                                                                                                          1          5          29
WRI$_SCH_VOTES                                                                                                                            7          5           8
WRH$_RSRC_CONSUMER_GROUP                                                                                                                  0          0           0
WRH$_RSRC_PLAN                                                                                                                            0          0           0
WRH$_RSRC_METRIC                                                                                                                          0          0           0
WRH$_RSRC_PDB_METRIC                                                                                                                      0          0           0
WRH$_CLUSTER_INTERCON                                                                                                                     0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRH$_IC_DEVICE_STATS                                                                                                                      0          0           0
WRH$_IC_CLIENT_STATS                                                                                                                      0          0           0
WRH$_MEM_DYNAMIC_COMP                                                                                                                     0          0           0
WRH$_INTERCONNECT_PINGS_BL                                                                                                                0          0           0
WRH$_DISPATCHER                                                                                                                           0          0           0
WRH$_SHARED_SERVER_SUMMARY                                                                                                                0          0           0
WRH$_DYN_REMASTER_STATS                                                                                                                   0          0           0
WRH$_LMS_STATS                                                                                                                            0          0           0
WRH$_PERSISTENT_QMN_CACHE                                                                                                                 0          0           0
WRH$_ASM_DISK_STAT_SUMMARY_BL                                                                                                             0          0           0
WRM$_WR_USAGE                                                                                                                             0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRM$_DATABASE_INSTANCE                                                                                                                    1          5         126
WRM$_SNAPSHOT                                                                                                                            63          5         106
WRM$_SNAPSHOT_DETAILS                                                                                                                   756         13          40
WRM$_SNAP_ERROR                                                                                                                           0          0           0
WRM$_BASELINE                                                                                                                             1          5          56
WRM$_COLORED_SQL                                                                                                                          0          0           0
WRM$_BASELINE_DETAILS                                                                                                                     0          0           0
WRM$_BASELINE_TEMPLATE                                                                                                                    0          0           0
WRM$_PDB_INSTANCE                                                                                                                         0          0           0
WRM$_PDB_IN_SNAP_BL                                                                                                                       0          0           0
WRM$_ACTIVE_PDBS_BL                                                                                                                       0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRM$_WR_CONTROL                                                                                                                           1          5         127
WRH$_PROCESS_WAITTIME_BL                                                                                                                  0          0           0
WRH$_AWR_TEST_1_BL                                                                                                                        0          0           0
SQL_TK_COLL_CHK$                                                                                                                         38          5          67
SQL_TK_ROW_CHK$                                                                                                                          36          5          47
SQL_TK_REF_CHK$                                                                                                                          74          5          56
SQL_TK_TAB_DESC$                                                                                                                         34          5         153
OFSMTAB$                                                                                                                                  0          0           0
OFSOTAB$                                                                                                                                  0          0           0
OFSDTAB$                                                                                                                                  0          0           0
OFSFTAB$                                                                                                                                  0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRI$_OPTSTAT_SYNOPSIS_PARTGRP                                                                                                             0          0           0
WRI$_OPTSTAT_SYNOPSIS_HEAD$                                                                                                             386          5          23
GG$_SUPPORTED_PACKAGES                                                                                                                   36          1          41
GG$_PROCEDURE_ANNOTATION                                                                                                                 59          1          54
GG$_PROC_OBJECT_EXCLUSION                                                                                                                 5          1          25
GG$_PACKAGE_MAPPING                                                                                                                      10          1          50
STREAMS$_APPLY_SPILL_MESSAGES                                                                                                             0          0           0
APPLY$_ERROR_TXN                                                                                                                          0          0           0
STREAMS$_INTERNAL_TRANSFORM                                                                                                               0          0           0
NACL$_HOST_EXP_TBL                                                                                                                        0          0           0
NACL$_WALLET_EXP_TBL                                                                                                                      0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
NACL$_ACE_EXP_TBL                                                                                                                         0          0           0
DBMS_LOCK_ALLOCATED                                                                                                                       3          1          35
DBMS_ALERT_INFO                                                                                                                           0          0           0
SCHEDULER$_EVENT_QTAB                                                                                                                                             
AQ$_SCHEDULER$_EVENT_QTAB_S                                                                                                               3          1          47
AQ$_SCHEDULER$_EVENT_QTAB_L                                                                                                               0          0           0
SYS_IOT_OVER_19508                                                                                                                        0          0           0
SCHEDULER$_REMDB_JOBQTAB                                                                                                                                          
AQ$_SCHEDULER$_REMDB_JOBQTAB_S                                                                                                            1          1           7
AQ$_SCHEDULER$_REMDB_JOBQTAB_L                                                                                                            0          0           0
SYS_IOT_OVER_19542                                                                                                                        0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
SCHEDULER_FILEWATCHER_QT                                                                                                                                          
AQ$_SCHEDULER_FILEWATCHER_QT_S                                                                                                            1          1           7
AQ$_SCHEDULER_FILEWATCHER_QT_L                                                                                                            0          0           0
SYS_IOT_OVER_19572                                                                                                                        0          0           0
ALERT_QT                                                                                                                                                          
AQ$_ALERT_QT_S                                                                                                                            4          5          53
AQ$_ALERT_QT_L                                                                                                                            0          0           0
SYS_IOT_OVER_19627                                                                                                                        0          0           0
RPP$X$KCCDI                                                                                                                               0          0           0
RPP$X$KCCDI2                                                                                                                              0          0           0
RPP$X$KCCIC                                                                                                                               0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
RPP$X$KCCPDB                                                                                                                              0          0           0
RPP$X$KCPDBINC                                                                                                                            0          0           0
RPP$X$KCCTS                                                                                                                               0          0           0
RPP$X$KCCFE                                                                                                                               0          0           0
RPP$X$KCCFN                                                                                                                               0          0           0
RPP$X$KCVDF                                                                                                                               0          0           0
RPP$X$KCCTF                                                                                                                               0          0           0
RPP$X$KCVFH                                                                                                                               0          0           0
RPP$X$KCVFHTMP                                                                                                                            0          0           0
RPP$X$KCVFHALL                                                                                                                            0          0           0
RPP$X$KCCRT                                                                                                                               0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
RPP$X$KCCLE                                                                                                                               0          0           0
RPP$X$KCCSL                                                                                                                               0          0           0
RPP$X$KCCTIR                                                                                                                              0          0           0
RPP$X$KCCOR                                                                                                                               0          0           0
RPP$X$KCCLH                                                                                                                               0          0           0
RPP$X$KCCAL                                                                                                                               0          0           0
RPP$X$KCCBS                                                                                                                               0          0           0
RPP$X$KCCBP                                                                                                                               0          0           0
RPP$X$KCCBF                                                                                                                               0          0           0
RPP$X$KCCBL                                                                                                                               0          0           0
RPP$X$KCCBI                                                                                                                               0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
RPP$X$KCCDC                                                                                                                               0          0           0
RPP$X$KCCPD                                                                                                                               0          0           0
RPP$X$KCCPA                                                                                                                               0          0           0
RPP$X$KCCPIC                                                                                                                              0          0           0
ORA$PREPLUGIN_BACKUP_QTB                                                                                                                                          
AQ$_ORA$PREPLUGIN_BACKUP_QTB_S                                                                                                            1          1           7
AQ$_ORA$PREPLUGIN_BACKUP_QTB_L                                                                                                            0          0           0
SYS_IOT_OVER_19885                                                                                                                        0          0           0
HS$_FDS_CLASS                                                                                                                             1          1          34
HS$_FDS_INST                                                                                                                              0          0           0
HS$_BASE_CAPS                                                                                                                           819          3          18

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
HS$_CLASS_CAPS                                                                                                                            0          0           0
HS$_INST_CAPS                                                                                                                             0          0           0
HS$_BASE_DD                                                                                                                             102          1          18
HS$_CLASS_DD                                                                                                                              0          0           0
HS$_INST_DD                                                                                                                               0          0           0
HS$_CLASS_INIT                                                                                                                            0          0           0
HS$_INST_INIT                                                                                                                             0          0           0
HS$_FDS_CLASS_DATE                                                                                                                        1          1          11
HS_BULKLOAD_VIEW_OBJ                                                                                                                      0          0           0
HS$_PARALLEL_METADATA                                                                                                                     0          0           0
HS_PARTITION_COL_NAME                                                                                                                     0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
HS_PARTITION_COL_TYPE                                                                                                                     0          0           0
HS$_PARALLEL_PARTITION_DATA                                                                                                               0          0           0
HS$_PARALLEL_HISTOGRAM_DATA                                                                                                               0          0           0
HS$_PARALLEL_SAMPLE_DATA                                                                                                                  0          0           0
AQ$_MEM_MC                                                                                                                                                        
AQ$_AQ$_MEM_MC_S                                                                                                                          3          1          32
AQ$_AQ$_MEM_MC_L                                                                                                                          0          0           0
SYS_IOT_OVER_20104                                                                                                                        0          0           0
AQ_EVENT_TABLE                                                                                                                                                    
AQ_PROP_TABLE                                                                                                                                                     
AQ$_AQ_PROP_TABLE_S                                                                                                                       1          1           7

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
AQ$_AQ_PROP_TABLE_L                                                                                                                       0          0           0
SYS_IOT_OVER_20140                                                                                                                        0          0           0
WRMS$_SNAPSHOT                                                                                                                            0          0           0
WRHS$_STAT_NAME                                                                                                                           0          0           0
WRHS$_PARAMETER_NAME                                                                                                                      0          0           0
WRHS$_EVENT_NAME                                                                                                                          0          0           0
WRHS$_LATCH_NAME                                                                                                                          0          0           0
WRHS$_DATAFILE                                                                                                                            0          0           0
WRHS$_TEMPFILE                                                                                                                            0          0           0
WRHS$_SQLTEXT                                                                                                                             0          0           0
WRHS$_SQL_PLAN                                                                                                                            0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRHS$_SEG_STAT_OBJ                                                                                                                        0          0           0
WRHS$_SERVICE_NAME                                                                                                                        0          0           0
WRHS$_METRIC_NAME                                                                                                                         0          0           0
WRHS$_SQL_BIND_METADATA                                                                                                                   0          0           0
WRHS$_OSSTAT_NAME                                                                                                                         0          0           0
WRHS$_OPTIMIZER_ENV                                                                                                                       0          0           0
WRHS$_IOSTAT_FUNCTION_NAME                                                                                                                0          0           0
WRHS$_IOSTAT_FILETYPE_NAME                                                                                                                0          0           0
WRHS$_PLAN_OPERATION_NAME                                                                                                                 0          0           0
WRHS$_PLAN_OPTION_NAME                                                                                                                    0          0           0
WRHS$_SQLCOMMAND_NAME                                                                                                                     0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
WRHS$_TOPLEVELCALL_NAME                                                                                                                   0          0           0
WRHS$_TABLESPACE                                                                                                                          0          0           0
WRHS$_CELL_METRIC_DESC                                                                                                                    0          0           0
WRHS$_CELL_IOREASON_NAME                                                                                                                  0          0           0
WRHS$_IM_SEG_STAT_OBJ                                                                                                                     0          0           0
SYS$SERVICE_METRICS_TAB                                                                                                                                           
AQ$_SYS$SERVICE_METRICS_TAB_S                                                                                                             4          5          63
AQ$_SYS$SERVICE_METRICS_TAB_L                                                                                                             0          0           0
SYS_IOT_OVER_20461                                                                                                                        0          0           0
PDB_MON_EVENT_QTABLE$                                                                                                                                             
AQ$_PDB_MON_EVENT_QTABLE$_S                                                                                                               1          5           7

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
AQ$_PDB_MON_EVENT_QTABLE$_L                                                                                                               0          0           0
SYS_IOT_OVER_20626                                                                                                                        0          0           0
DDL_REQUESTS                                                                                                                              0          0           0
DDL_REQUESTS_PWD                                                                                                                          0          0           0
REGISTRY$SQLPATCH                                                                                                                         0          0           0
REGISTRY$SQLPATCH_RU_INFO                                                                                                                 0          0           0
EPG$_AUTH                                                                                                                                 0          0           0
JAVANAMESTATUS$                                                                                                                           2          1          11
JAVASNM_TMP$                                                                                                                              0          0           0
JAVA$JVM$STATUS                                                                                                                           1          1          14
JAVA$JVM$STEPS$DONE                                                                                                                       0          1           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
JAVA$RMJVM$AUX                                                                                                                            0         52           0
JAVA$RMJVM$AUX2                                                                                                                           0          0           0
JAVA$RMJVM$AUX3                                                                                                                           0         52           0
JAVA$RMJVM$AUX4                                                                                                                           0          0           0
JAVAJAR$                                                                                                                                  2          1         207
JAVAJAROBJECTS$                                                                                                                         263          3          65
JAVA$JVM$RUNTIME$PARAMETERS                                                                                                               0          0           0
JAVA$JVM$RJBC                                                                                                                             0          0           0
JAVA$MC$DEPS                                                                                                                              0          0           0
JAVA$METHOD$METADATA                                                                                                                      0          0           0
JAVA$COMPILER$OPTIONS                                                                                                                     0          0           0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
JAVA$RUNTIME$EXEC$USER$                                                                                                                   0          0           0
JAVANEGDEPS$                                                                                                                             28          1          43
JAVA$JOX$CUJS$STATUS$                                                                                                                     3          1          44
JAVA$POLICY$                                                                                                                            109          2          72
JAVA$POLICY$SHARED$TABLE                                                                                                                  2          1           3
JAVA$PREFS$                                                                                                                               1          1          54
AW$EXPRESS                                                                                                                              111          5         145
AW$AWMD                                                                                                                                 750         13         163
AW$AWCREATE                                                                                                                              57          5         149
AW$AWCREATE10G                                                                                                                           27          5         138
AW$AWXML                                                                                                                                153          5         161

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
AW$AWREPORT                                                                                                                              27          5         138
DBMS_SQLPATCH_STATE                                                                                                                       0          0           0
DBMS_SQLPATCH_FILES                                                                                                                       0          0           0
PELISAHORA                                                                                                                              142         60        2476
PELISHIST                                                                                                                               521        197        2228
DICCION                                                                                                                                   9          1          53
EMPRESA                                                                                                                                   5          1          29
CLIENTE                                                                                                                                   6          1          62
MOROSO                                                                                                                                    4          1          62
INVIERTE                                                                                                                                  8          1          44
TARJETA                                                                                                                                  10          1          37

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
COMPRAS                                                                                                                                  11          1          46
PUESTO                                                                                                                                    6          1          22
TIENET                                                                                                                                    8          1          22
UTL_RECOMP_SORTED                                                                                                                         0          0           0
WRI$_HEATMAP_TOP_TABLESPACES                                                                                                              1          5          34
WRM$_WR_SETTINGS                                                                                                                          1          5          11
JAVA$CBOBJ$                                                                                                                           33905         52           5
WRI$_REPT_REPORTS                                                                                                                       163          5          50
EDITIONING_TYPES$                                                                                                                                                 
ATEMPTAB$                                                                                                                                                         
SQLLOG$                                                                                                                                   0                      0

TABLE_NAME                                                                                                                         NUM_ROWS     BLOCKS AVG_ROW_LEN
-------------------------------------------------------------------------------------------------------------------------------- ---------- ---------- -----------
SQLOBJ$                                                                                                                                   0                      0
SQLOBJ$DATA                                                                                                                               0                      0
MAP_OBJECT                                                                                                                                                        
CLUSTER_DATABASES                                                                                                                                                 
CLUSTER_NODES                                                                                                                                                     
CLUSTER_INSTANCES                                                                                                                                                 
SVCOBJ$                                                                                                                                   0                      0
SVCOBJ_ACCESS$                                                                                                                            0                      0
FINALHIST$                                                                                                                                                        
